stool, solid excretory product evacuated from the bowels
oat, annual grass of Europe and North Africa; grains used as food and fodder (referred to primarily in the plural: `oats')
sphenisciform seabird, flightless cold-water seabirds: penguins
salmonidae, salmon and trout
rondel, a French verse form of 10 or 13 lines running on two rhymes; the opening phrase is repeated as the refrain of the second and third stanzas
variate, a variable quantity that is random
explication, a detailed explanation of the meaning of something
underplay, act (a role) with great restraint
speakership, the position of Speaker
be, occupy a certain position or area; be somewhere; "Where is my umbrella?" "The toolshed is in the back"; "What is behind this behavior?"
supernatural being, an incorporeal being believed to have powers to affect the course of human events
ascii character, any member of the standard code for representing characters by binary numbers
culpable negligence, (law) recklessly acting without reasonable caution and putting another person at risk of injury or death (or failing to do something with the same consequences)
schoolman, a scholar who is skilled in academic disputation
shtup, slang for sexual intercourse
democratic and popular republic of algeria, a republic in northwestern Africa on the Mediterranean Sea with a population that is predominantly Sunni Muslim; colonized by France in the 19th century but gained autonomy in the early 1960s
sophisticate, a worldly-wise person
attention, the faculty or power of mental concentration; "keeping track of all the details requires your complete attention"
panel, select from a list; "empanel prospective jurors"
megalonychidae, mammal family consisting of the two-toed sloths
deaden, make vague or obscure or make (an image) less visible; "muffle the message"
genus arctocebus, a genus of Lorisidae
wild plum tree, an uncultivated plum tree or shrub
connoisseur, an expert able to appreciate a field; especially in the fine arts
satsuma tree, a variety of mandarin orange
pitymys pinetorum, short-tailed glossy-furred burrowing vole of the eastern United States
upheave, lift forcefully from beneath
bracing, a structural member used to stiffen a framework
yarn, the act of giving an account describing incidents or a course of events; "his narration was hesitant"
modifier, a person who changes something; "an inveterate changer of the menu"
unloosen, grant freedom to; free from confinement
aster, any of various chiefly fall-blooming herbs of the genus Aster with showy daisylike flowers
detain, deprive of freedom; take into confinement
headship, the position of headmaster or headmistress
sleeping, the state of being asleep
discard, anything that is cast aside or discarded
pecuniary resource, assets in the form of money
odessa, a port city of south central Ukraine on an arm of the Black Sea
inkblot, a blot made with ink
courageous, possessing or displaying courage; able to face and deal with danger or fear without flinching; "Familiarity with danger makes a brave man braver but less daring"- Herman Melville; "a frank courageous heart...triumphed over pain"- William Wordsworth; "set a courageous example by leading them safely into and out of enemy-held territory"
illegitimate, algae distinguished chiefly by having flagella and a clear green color, their chlorophyll being masked little if at all by other pigments   of marriages and offspring; not recognized as lawful
voting, a choice that is made by counting the number of people in favor of each alternative; "there were only 17 votes in favor of the motion"; "they allowed just one vote per person"
plaiter, someone who plaits (hair or fabric etc.)
somersault, do a somersault
ardent spirits, strong distilled liquor or brandy
width, the extent of something from side to side
small letter, the characters that were once kept in bottom half of a compositor's type case
urinalysis, (medicine) the chemical analysis of urine (for medical diagnosis)
symphytum, comfrey
inflame, become inflamed; get sore; "His throat inflamed"
resister, someone who offers opposition
leg, a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle
plant family, a family of plants
promulgation, the formal act of proclaiming; giving public notice; "his promulgation of the policy proved to be premature"
